question_id,subgraph_type,template_id,template_structure
25745,center,1.1,E REF ?F
11707,,3,
6764,statement_property,statement_property_1,(E pred ?Obj ) prop value
3168,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
27876,center,1.2,?D RDE E
4929,statement_property,statement_property_2,(E pred F) prop ?value
16790,right-subgraph,2,E REF xF . xF RFG ?G
15316,left-subgraph,5,C RCD xD . xD RDE ?E
9765,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
17145,right-subgraph,2,E REF xF . xF RFG ?G
15256,left-subgraph,5,C RCD xD . xD RDE ?E
1756,statement_property,Count_2,Count ent (ent-pred-obj)
4480,statement_property,statement_property_1,(E pred ?Obj ) prop value
4616,statement_property,statement_property_2,(E pred F) prop ?value
6203,statement_property,statement_property_2,(E pred F) prop ?value
29459,center,1.1,E REF ?F
22238,simple question right,1,<S P ?O ; ?O instanceOf Type>
22057,simple question right,1,<S P ?O ; ?O instanceOf Type>
27195,center,1.1,E REF ?F
14327,right-subgraph,2,E REF xF . xF RFG ?G
1656,statement_property,Count_2,Count ent (ent-pred-obj)
9295,statement_property,statement_property_2,(E pred F) prop ?value
21505,simple question left,2,<?S P O ; ?S InstanceOf Type>
1780,statement_property,Count_2,Count ent (ent-pred-obj)
2715,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
23011,simple question right,1,<S P ?O ; ?O instanceOf Type>
8478,statement_property,statement_property_2,(E pred F) prop ?value
7659,statement_property,statement_property_1,(E pred ?Obj ) prop value
10773,,2,
19683,simple question right,1,<S P ?O ; ?O instanceOf Type>
18475,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
14530,right-subgraph,2,E REF xF . xF RFG ?G
25688,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
15708,right-subgraph,2,E REF xF . xF RFG ?G
27445,center,1.1,E REF ?F
22080,simple question left,2,<?S P O ; ?S InstanceOf Type>
26044,center,1.1,E REF ?F
25323,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
9043,statement_property,statement_property_2,(E pred F) prop ?value
26092,center,1.1,E REF ?F
18338,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
2956,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
21799,simple question right,1,<S P ?O ; ?O instanceOf Type>
19155,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
5866,statement_property,statement_property_1,(E pred ?Obj ) prop value
3121,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
19216,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
29929,simple question left,2,<?S P O ; ?S InstanceOf Type>
19220,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
22867,simple question left,2,<?S P O ; ?S InstanceOf Type>
5118,statement_property,statement_property_1,(E pred ?Obj ) prop value
23177,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
21692,simple question right,1,<S P ?O ; ?O instanceOf Type>
6816,statement_property,statement_property_1,(E pred ?Obj ) prop value
1282,statement_property,Count_1,Count Obj (ent-pred-obj)
27375,center,1.1,E REF ?F
7611,statement_property,statement_property_1,(E pred ?Obj ) prop value
14818,left-subgraph,5,C RCD xD . xD RDE ?E
2466,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
14876,left-subgraph,5,C RCD xD . xD RDE ?E
9415,statement_property,statement_property_1,(E pred ?Obj ) prop value
786,boolean double one_hop right subgraph,2,Ask (ent-pred-obj1 . ent-pred-obj2`)
16317,right-subgraph,2,E REF xF . xF RFG ?G
13891,right-subgraph,1,E REF ?F . ?F RFG G
26711,center,1.1,E REF ?F
1997,statement_property,Count_2,Count ent (ent-pred-obj)
22392,simple question left,2,<?S P O ; ?S InstanceOf Type>
14317,left-subgraph,5,C RCD xD . xD RDE ?E
27394,center,1.1,E REF ?F
2646,rank,Rank1,"?E is_a Type, ?E pred Obj  value. MAX/MIN (value)"
3999,statement_property,statement_property_1,(E pred ?Obj ) prop value
19578,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
13155,right-subgraph,1,E REF ?F . ?F RFG G
20972,simple question right,1,<S P ?O ; ?O instanceOf Type>
10175,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
4068,statement_property,statement_property_2,(E pred F) prop ?value
26394,center,1.1,E REF ?F
3545,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
1380,statement_property,Count_1,Count Obj (ent-pred-obj)
22645,simple question right,1,<S P ?O ; ?O instanceOf Type>
2242,statement_property,Count_2,Count ent (ent-pred-obj)
19023,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
22772,simple question left,2,<?S P O ; ?S InstanceOf Type>
23443,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
23304,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
5124,statement_property,statement_property_2,(E pred F) prop ?value
28544,center,1.1,E REF ?F
18506,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
1767,statement_property,Count_2,Count ent (ent-pred-obj)
28589,center,1.1,E REF ?F
462,boolean one_hop right subgraph,1,Ask (ent`-pred-obj)
3213,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
8512,statement_property,statement_property_1,(E pred ?Obj ) prop value
20036,simple question right,1,<S P ?O ; ?O instanceOf Type>
13308,right-subgraph,1,E REF ?F . ?F RFG G
8094,statement_property,statement_property_2,(E pred F) prop ?value
289,boolean one_hop right subgraph,1,Ask (ent-pred-obj)
27991,center,1.1,E REF ?F
12796,right-subgraph,1,E REF ?F . ?F RFG G
1257,statement_property,Count_1,Count Obj (ent-pred-obj)
12391,right-subgraph,1,E REF ?F . ?F RFG G
19634,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
23108,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
4424,statement_property,statement_property_2,(E pred F) prop ?value
22007,simple question right,1,<S P ?O ; ?O instanceOf Type>
5898,statement_property,statement_property_1,(E pred ?Obj ) prop value
12660,right-subgraph,1,E REF ?F . ?F RFG G
28699,center,1.1,E REF ?F
27454,center,1.1,E REF ?F
18028,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
21893,simple question left,2,<?S P O ; ?S InstanceOf Type>
1431,statement_property,Count_1,Count Obj (ent-pred-obj)
3159,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
24140,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
2117,statement_property,Count_2,Count ent (ent-pred-obj)
19708,simple question left,2,<?S P O ; ?S InstanceOf Type>
18931,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
17330,right-subgraph,2,E REF xF . xF RFG ?G
16756,right-subgraph,2,E REF xF . xF RFG ?G
2865,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
21110,simple question right,1,<S P ?O ; ?O instanceOf Type>
17965,right-subgraph,2,E REF xF . xF RFG ?G
23398,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
20439,simple question left,2,<?S P O ; ?S InstanceOf Type>
8391,statement_property,statement_property_1,(E pred ?Obj ) prop value
16614,right-subgraph,2,E REF xF . xF RFG ?G
10860,,2,
17009,right-subgraph,2,E REF xF . xF RFG ?G
2145,statement_property,Count_2,Count ent (ent-pred-obj)
19888,simple question left,2,<?S P O ; ?S InstanceOf Type>
4845,statement_property,statement_property_2,(E pred F) prop ?value
18637,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
12277,right-subgraph,1,E REF ?F . ?F RFG G
26342,center,1.2,?D RDE E
23151,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
13473,right-subgraph,1,E REF ?F . ?F RFG G
6600,statement_property,statement_property_1,(E pred ?Obj ) prop value
22854,simple question left,2,<?S P O ; ?S InstanceOf Type>
22728,simple question left,2,<?S P O ; ?S InstanceOf Type>
14746,right-subgraph,2,E REF xF . xF RFG ?G
21917,simple question left,2,<?S P O ; ?S InstanceOf Type>
14135,right-subgraph,1,E REF ?F . ?F RFG G
1989,statement_property,Count_2,Count ent (ent-pred-obj)
13565,right-subgraph,1,E REF ?F . ?F RFG G
4085,statement_property,statement_property_1,(E pred ?Obj ) prop value
8782,statement_property,statement_property_2,(E pred F) prop ?value
1507,statement_property,Count_1,Count Obj (ent-pred-obj)
11782,right-subgraph,1,E REF ?F . ?F RFG G
22876,simple question right,1,<S P ?O ; ?O instanceOf Type>
10810,,2,
29441,center,1.2,?D RDE E
27002,center,1.1,E REF ?F
8050,statement_property,statement_property_1,(E pred ?Obj ) prop value
11510,,3,
14209,right-subgraph,1,E REF ?F . ?F RFG G
26034,center,1.1,E REF ?F
7047,statement_property,statement_property_1,(E pred ?Obj ) prop value
6658,statement_property,statement_property_2,(E pred F) prop ?value
18666,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
14155,right-subgraph,1,E REF ?F . ?F RFG G
16563,left-subgraph,5,C RCD xD . xD RDE ?E
23332,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
8033,statement_property,statement_property_2,(E pred F) prop ?value
28251,center,1.1,E REF ?F
1548,statement_property,Count_1,Count Obj (ent-pred-obj)
7916,statement_property,statement_property_2,(E pred F) prop ?value
22529,simple question right,1,<S P ?O ; ?O instanceOf Type>
4402,statement_property,statement_property_2,(E pred F) prop ?value
4865,statement_property,statement_property_1,(E pred ?Obj ) prop value
14147,right-subgraph,1,E REF ?F . ?F RFG G
16269,left-subgraph,5,C RCD xD . xD RDE ?E
20281,simple question right,1,<S P ?O ; ?O instanceOf Type>
6422,statement_property,statement_property_2,(E pred F) prop ?value
25870,center,1.1,E REF ?F
29237,center,1.1,E REF ?F
19575,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
6818,statement_property,statement_property_1,(E pred ?Obj ) prop value
23803,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
12144,right-subgraph,1,E REF ?F . ?F RFG G
18206,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
5677,statement_property,statement_property_2,(E pred F) prop ?value
10972,,2,
16261,right-subgraph,2,E REF xF . xF RFG ?G
25738,center,1.1,E REF ?F
16470,right-subgraph,2,E REF xF . xF RFG ?G
20534,simple question right,1,<S P ?O ; ?O instanceOf Type>
15055,left-subgraph,5,C RCD xD . xD RDE ?E
20535,simple question left,2,<?S P O ; ?S InstanceOf Type>
8675,statement_property,statement_property_1,(E pred ?Obj ) prop value
28836,center,1.1,E REF ?F
1396,statement_property,Count_1,Count Obj (ent-pred-obj)
1249,statement_property,Count_1,Count Obj (ent-pred-obj)
25237,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
2287,statement_property,Count_2,Count ent (ent-pred-obj)
29270,center,1.1,E REF ?F
4103,statement_property,statement_property_2,(E pred F) prop ?value
1098,statement_property,Count_1,Count Obj (ent-pred-obj)
9660,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
23940,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
17942,right-subgraph,2,E REF xF . xF RFG ?G
12858,right-subgraph,1,E REF ?F . ?F RFG G
14921,right-subgraph,2,E REF xF . xF RFG ?G
28111,center,1.1,E REF ?F
28337,center,1.1,E REF ?F
10026,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
17309,left-subgraph,5,C RCD xD . xD RDE ?E
14891,right-subgraph,2,E REF xF . xF RFG ?G
1198,statement_property,Count_1,Count Obj (ent-pred-obj)
28908,center,1.1,E REF ?F
26176,center,1.1,E REF ?F
21553,simple question right,1,<S P ?O ; ?O instanceOf Type>
28953,center,1.1,E REF ?F
29304,center,1.2,?D RDE E
19292,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
15255,left-subgraph,5,C RCD xD . xD RDE ?E
19464,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
6772,statement_property,statement_property_1,(E pred ?Obj ) prop value
6913,statement_property,statement_property_2,(E pred F) prop ?value
20098,simple question right,1,<S P ?O ; ?O instanceOf Type>
5901,statement_property,statement_property_1,(E pred ?Obj ) prop value
3619,statement_property,statement_property_2,(E pred F) prop ?value
13983,right-subgraph,1,E REF ?F . ?F RFG G
21203,simple question right,1,<S P ?O ; ?O instanceOf Type>
23072,simple question left,2,<?S P O ; ?S InstanceOf Type>
19956,simple question left,2,<?S P O ; ?S InstanceOf Type>
2299,statement_property,Count_2,Count ent (ent-pred-obj)
16126,right-subgraph,2,E REF xF . xF RFG ?G
3306,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MIN (value)
18199,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
14507,right-subgraph,2,E REF xF . xF RFG ?G
5052,statement_property,statement_property_2,(E pred F) prop ?value
25356,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
24747,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
20577,simple question right,1,<S P ?O ; ?O instanceOf Type>
18938,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
20752,simple question right,1,<S P ?O ; ?O instanceOf Type>
24995,string matching type + relation contains word,3,<?S P O ; ?S instanceOf Type ; contains word >
5978,statement_property,statement_property_2,(E pred F) prop ?value
26933,center,1.1,E REF ?F
8078,statement_property,statement_property_1,(E pred ?Obj ) prop value
2901,rank,Rank2,?E is_a Type. ?E pred Obj. ?E-secondClause value. MAX (value)
1030,statement_property,Count_1,Count Obj (ent-pred-obj)
18051,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
5481,statement_property,statement_property_2,(E pred F) prop ?value
21930,simple question left,2,<?S P O ; ?S InstanceOf Type>
19778,simple question left,2,<?S P O ; ?S InstanceOf Type>
9853,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
9981,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
6630,statement_property,statement_property_1,(E pred ?Obj ) prop value
4116,statement_property,statement_property_2,(E pred F) prop ?value
29462,center,1.2,?D RDE E
10630,,2,
20818,simple question right,1,<S P ?O ; ?O instanceOf Type>
18806,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
18635,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
30128,simple question right,1,<S P ?O ; ?O instanceOf Type>
27371,center,1.2,?D RDE E
12871,right-subgraph,1,E REF ?F . ?F RFG G
27449,center,1.1,E REF ?F
10394,,2,
9904,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
21115,simple question right,1,<S P ?O ; ?O instanceOf Type>
24545,string matching simple contains word,2,<?S P O ; ?S instanceOf Type ; starts with character >
14048,right-subgraph,1,E REF ?F . ?F RFG G
8143,statement_property,statement_property_2,(E pred F) prop ?value
10703,,2,
14047,right-subgraph,1,E REF ?F . ?F RFG G
27455,center,1.1,E REF ?F
26298,center,1.1,E REF ?F
4523,statement_property,statement_property_1,(E pred ?Obj ) prop value
664,boolean double one_hop right subgraph,2,Ask (ent`-pred-obj1 . ent`-pred-obj2)
8242,statement_property,statement_property_1,(E pred ?Obj ) prop value
23828,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
22788,simple question left,2,<?S P O ; ?S InstanceOf Type>
1319,statement_property,Count_1,Count Obj (ent-pred-obj)
23338,string matching simple contains word,1,<?S P O ; ?S instanceOf Type ; contains word >
26600,center,1.1,E REF ?F
17694,right-subgraph,2,E REF xF . xF RFG ?G
26575,center,1.1,E REF ?F
2278,statement_property,Count_2,Count ent (ent-pred-obj)
3683,statement_property,statement_property_1,(E pred ?Obj ) prop value
1024,statement_property,Count_1,Count Obj (ent-pred-obj)
28142,center,1.1,E REF ?F
20291,simple question right,1,<S P ?O ; ?O instanceOf Type>
25694,string matching type + relation contains word,4,<?S P O ; ?S instanceOf Type ; starts with character >
14093,right-subgraph,1,E REF ?F . ?F RFG G
9274,statement_property,statement_property_2,(E pred F) prop ?value
19570,boolean with filter,3,ASK ?sbj ?pred ?obj filter ?obj = num
5636,statement_property,statement_property_1,(E pred ?Obj ) prop value
9772,two intentions right subgraph,1,select where (ent-pred-obj1 . ent-pred-obj2)
